,Record ID,Related Record Type,Business Unique ID,Business Name,DBA/Trade Name,Business Category,Certificate of Inspection,Inspection Number,NOH Number,Violation Date,Charge,Charge Count,Cure Eligible,Cured,Outcome,Guilty,Not Guilty,Dismissed
1313,38034-2025-ADJC,dcwp_InspectionRequest,BA-1114401-2022,4118 MEAT & PRODUCE CORP.,FOOD UNIVERSE,Supermarket,A0210768,INS-000827681,25N00268,02/06/2025,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,No,,,,,
1319,11295-2023-ADJC,dcwp_InspectionRequest,BA-1445994-2022,MEDITERRANEAN FOODS III INC,Mediterranean Foods,Supermarket,A0135852,INS-000667247,23Q01306,09/18/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Pleaded,1.0,,
1329,38245-2025-ADJC,dcwp_InspectionRequest,BA-1437618-2022,Megna Bazar LLC,Premium Supermarket,Supermarket,A0212783,INS-000831229,25Q00413,02/21/2025,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,,,,
1331,38253-2025-ADJC,dcwp_InspectionRequest,BA-1485379-2022,S & K VEGETABLES CORP.,,Supermarket,A0212840,INS-000831303,25Q00415,02/21/2025,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,,,,,
1336,38537-2025-ADJC,dcwp_InspectionRequest,BA-1126596-2022,BJ'S WHOLESALE CLUB,,Supermarket,A0213663,INS-000832612,25Q00457,02/27/2025,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,,,,,
1337,11338-2023-ADJC,dcwp_InspectionRequest,BA-1670448-2023,GIO AVENUE C INC,,Supermarket,A0135397,INS-000666281,23M02082,09/14/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,,,Pleaded,1.0,,
1339,11151-2023-ADJC,dcwp_InspectionRequest,BA-1252910-2022,"CHANG FA FOOD MARKET, INC.",,Supermarket,A0135273,INS-000666044,23N01091,09/13/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Pleaded,2.0,,
1341,11080-2023-ADJC,dcwp_InspectionRequest,BA-1467239-2022,R & M SUPERMARKET 63 DR. INC,,Supermarket,A0134719,INS-000665124,23Q01231,09/11/2023,1 NYCRR § 221.13(b)(18) - DELI ITEMS DO NOT HAVE PRICES DISPLAYED,1.0,,,Pleaded,1.0,,
1343,7904-2023-ADJC,dcwp_InspectionRequest,BA-1554732-2022,"ROYAL SEAFOOD MARKET, INC",,Supermarket,A0126958,INS-000651545,23N00778,07/05/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,No,Default Decision,1.0,,
1345,7935-2023-ADJC,dcwp_InspectionRequest,BA-1451676-2022,MANNIX FAMILY MARKET @ HYLAN BLVD LLC,,Supermarket,A0126804,INS-000651325,23M01493,07/03/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,No,Default Decision,1.0,,
1358,8127-2023-ADJC,dcwp_InspectionRequest,BA-1205240-2022,"D'AGOSTINO'S MARKETS, LLC",,Supermarket,A0127292,INS-000652123,23M01546,07/07/2023,NY Agri & Mkts § 190(5) - CUSTOMER SCALE IS NOT AN ACCURATE COMPUTING SCALE OF SUFFICIENT CAPACITY,1.0,No,No,Default Decision,1.0,,
1365,10762-2023-ADJC,dcwp_InspectionRequest,BA-1551455-2022,"TRIPLE FOOD, CORP.",,Supermarket,A0133934,INS-000663831,23Q01188,09/01/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Pleaded,1.0,,
1367,10768-2023-ADJC,dcwp_InspectionRequest,BA-1002744-2022,BFF FOOD CORP.,,Supermarket,A0133981,INS-000663916,23Q01194,09/01/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Pleaded,1.0,,
1384,10397-2023-ADJC,dcwp_InspectionRequest,BA-1480314-2022,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,Supermarket,A0133014,INS-000660737,23N01001,08/25/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,,,Pleaded,1.0,,
1388,10411-2023-ADJC,dcwp_InspectionRequest,BA-1666500-2023,1291 FOOD CORP.,FoodTown,Supermarket,A0133039,INS-000662335,23N01006,08/25/2023,NY Agri & Mkts § 190(5) - CUSTOMER SCALE IS NOT AN ACCURATE COMPUTING SCALE OF SUFFICIENT CAPACITY,1.0,,,Pleaded,1.0,,
1392,8929-2023-ADJC,dcwp_InspectionRequest,BA-1661676-2023,"NAMDOR, INC.",,Supermarket,A0128710,INS-000654372,23M01614,07/19/2023,1 NYCRR § 221.13(b)(19) - FAILS TO POST SIGN STATING IDENTITY OF COMMODITY SOLD IN BULK AND PRICE PER POUND OR UNIT PRICE,1.0,,,,,,
1395,8974-2023-ADJC,dcwp_InspectionRequest,BA-1613280-2023,HARLEM 421 FOODS CORP,Key Food,Supermarket,A0129115,INS-000655069,23M01647,07/21/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Default Decision,1.0,,
1397,8979-2023-ADJC,dcwp_InspectionRequest,BA-1123200-2022,1316 CORP,,Supermarket,A0129155,INS-000655129,23M01649,07/21/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,,,Default Decision,1.0,,
1403,10045-2023-ADJC,dcwp_InspectionRequest,BA-1504442-2022,Z & T FOOD CORP.,,Supermarket,A0132165,INS-000660900,23Q01094,08/21/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Pleaded,1.0,,
1406,10018-2023-ADJC,dcwp_InspectionRequest,BA-1027881-2022,8102 FOOD CORP,BROOKLYN MARKET,Supermarket,A0131983,INS-000660592,23N00956,08/18/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Pleaded,1.0,,
1409,9260-2023-ADJC,dcwp_InspectionRequest,BA-1118269-2022,"BRONZE & WHITE MARKETS, INC.",,Supermarket,A0129416,INS-000655592,23M01664,07/26/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Default Decision,1.0,,
1411,9272-2023-ADJC,dcwp_InspectionRequest,BA-1221253-2022,"FLUSHING MARKET, INC.",,Supermarket,A0129815,INS-000656463,23Q00982,08/01/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Default Decision,1.0,,
1419,9303-2023-ADJC,dcwp_InspectionRequest,BA-1664665-2023,AURORA 65 FOOD CORP.,,Supermarket,A0130749,INS-000658304,23Q01029,08/09/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Pleaded,1.0,,
1420,9304-2023-ADJC,dcwp_InspectionRequest,BA-1354471-2022,"GOLD CITY SUPERMARKET, INC.",,Supermarket,A0130777,INS-000658353,23Q01031,08/09/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Pleaded,2.0,,
1422,9244-2023-ADJC,dcwp_InspectionRequest,BA-1432323-2022,NATURE FARM SUPERMARKET CORPORATION,,Supermarket,A0130669,INS-000658169,23Q01025,08/08/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Pleaded,1.0,,
1428,9545-2023-ADJC,dcwp_InspectionRequest,BA-1197652-2022,"CITARELLA EAST, INC.",,Supermarket,A0130951,INS-000658617,23M01753,08/10/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Default Decision,1.0,,
1430,9548-2023-ADJC,dcwp_InspectionRequest,BA-1335697-2022,IGUA FOOD CORP.,,Supermarket,A0129459,INS-000654960,23X00876,07/27/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Default Decision,1.0,,
1431,9086-2023-ADJC,dcwp_InspectionRequest,BA-1429125-2022,MERRICK MEAT MARKET INC,,Supermarket,A0130396,INS-000657728,23Q01007,08/07/2023,1 NYCRR § 221.13(b)(18) - DELI ITEMS DO NOT HAVE PRICES DISPLAYED,1.0,,,Pleaded,1.0,,
1432,9674-2023-ADJC,dcwp_InspectionRequest,BA-1126308-2022,AMSTERDAM MARKETPLACE LLC,,Supermarket,A0129516,INS-000654026,23M01671,07/27/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Default Decision,1.0,,
1434,9110-2023-ADJC,dcwp_InspectionRequest,BA-1466394-2022,MEGA MART LLC,CHESTNUT,Supermarket,A0130345,INS-000657664,23N00888,08/07/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,No,Pleaded,2.0,,
1439,9197-2023-ADJC,dcwp_InspectionRequest,BA-1327005-2022,GURABO PRODUCE CORP.,,Supermarket,A0130202,INS-000657455,23Q00997,08/04/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Pleaded,1.0,,
1440,9283-2023-ADJC,dcwp_InspectionRequest,BA-1110998-2022,"486 HENRY ST SUPERMARKET, INC",,Supermarket,A0130227,INS-000657487,23N00883,08/04/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,,,Pleaded,1.0,,
1444,9962-2023-ADJC,dcwp_InspectionRequest,BA-1408130-2022,NC 3100 OCEAN AVE LLC,,Supermarket,A0130220,INS-000657475,23N00882,08/04/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,,,Default Decision,1.0,,
1445,9324-2023-ADJC,dcwp_InspectionRequest,BA-1230401-2022,GALA APPLE INTERNATIONAL INC.,,Supermarket,A0129944,INS-000656813,23N00876,08/02/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Pleaded,1.0,,
1447,9287-2023-ADJC,dcwp_InspectionRequest,BA-1418673-2022,MAYAH FOOD MARKET CORP,MARKET FRESH SUPERMARKET,Supermarket,A0129806,INS-000656442,23Q00980,08/01/2023,1 NYCRR § 221.13(b)(19) - FAILS TO POST SIGN STATING IDENTITY OF COMMODITY SOLD IN BULK AND PRICE PER POUND OR UNIT PRICE,1.0,,No,Pleaded,1.0,,
1449,39951-2025-ADJC,dcwp_InspectionRequest,BA-1265605-2022,RANIA FOOD CORP.,C-TOWN SUPERMARKET,Supermarket,A0217227,INS-000838832,25N00594,03/20/2025,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,,,,,
1452,9311-2023-ADJC,dcwp_InspectionRequest,BA-1227834-2022,FORUM SUPERMARKET INC,,Supermarket,A0129811,INS-000656452,23N00867,08/01/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,Pleaded,1.0,,
1455,38848-2025-ADJC,dcwp_InspectionRequest,BA-1708496-2024,Markella Corp.,Euro Market,Supermarket,A0214102,INS-000833294,25Q00489,02/28/2025,1 NYCRR § 221.13(b)(18) - DELI ITEMS DO NOT HAVE PRICES DISPLAYED,1.0,No,,,,,
1456,9172-2023-ADJC,dcwp_InspectionRequest,BA-1560052-2022,SKYFOODS MART INC.-ELMHURST,TERRENCE WORMS,Supermarket,A0129672,INS-000656178,23Q00975,07/31/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Pleaded,1.0,,
1457,9173-2023-ADJC,dcwp_InspectionRequest,BA-1115012-2022,"HAR NORTHERN, INC.",HANAHREUM SUPERMARKET,Supermarket,A0129674,INS-000656182,23Q00976,07/31/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Pleaded,1.0,,
1466,9306-2023-ADJC,dcwp_InspectionRequest,BA-1423266-2022,"NASEB FOODS, INC.",MET FRESH SUPERMARKET,Supermarket,A0129662,INS-000656159,23N00859,07/31/2023,1 NYCRR § 221.13(b)(19) - FAILS TO POST SIGN STATING IDENTITY OF COMMODITY SOLD IN BULK AND PRICE PER POUND OR UNIT PRICE,1.0,,,Pleaded,1.0,,
1467,38414-2025-ADJC,dcwp_InspectionRequest,BA-1110281-2022,48 BURNSIDE FOOD CORP.,,Supermarket,A0214261,INS-000832675,25X00340,03/04/2025,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,,,,,,
1471,9268-2023-ADJC,dcwp_InspectionRequest,BA-1126555-2022,138-37 FOOD CORP,KEY FOOD SUPERMARKETS,Supermarket,A0129369,INS-000653724,23Q00966,07/26/2023,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,Pleaded,1.0,,
1472,38984-2025-ADJC,dcwp_InspectionRequest,BA-1451453-2022,"PLATINUM & WHITE MARKETS, INC.",,Supermarket,A0216736,INS-000837194,25M00866,03/18/2025,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,,,,
1473,8917-2023-ADJC,dcwp_InspectionRequest,BA-1125381-2022,BAYPARKWAY FOOD INC,,Supermarket,A0129090,INS-000655033,23N00842,07/21/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,Pleaded,1.0,,
1475,39564-2025-ADJC,dcwp_InspectionRequest,BA-1725589-2025,JOSHUA & E FOOD CORP.,FINE FARE,Supermarket,A0218663,INS-000842277,25M01101,03/28/2025,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,,,,,
1479,39418-2025-ADJC,dcwp_InspectionRequest,BA-1555604-2022,THANKSGIVING SUPERMARKET INC,,Supermarket,A0217595,INS-000831592,25N00610,03/21/2025,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",2.0,,,,,,
1494,39133-2025-ADJC,dcwp_InspectionRequest,BA-1295548-2022,LGT FOOD CORP,BRAVO SUPERMARKET,Supermarket,A0215644,INS-000836061,25Q00581,03/11/2025,"NY Agri & Mkts § 190(5) - NO """"FOR CUSTOMER USE"""" SIGN POSTED OR NOR NEAR CUSTOMER SCALE/S IN/NEAR PREPACKAGED FOOD AREA.",1.0,,,,,,
1505,39003-2025-ADJC,dcwp_InspectionRequest,BA-1666754-2023,4490 FOOD CORP,,Supermarket,A0216874,INS-000837740,25M00877,03/19/2025,1 NYCRR § 221.13(b)(19) - FAILS TO POST SIGN STATING IDENTITY OF COMMODITY SOLD IN BULK AND PRICE PER POUND OR UNIT PRICE,1.0,No,,,,,
1513,7834-2023-ADJC,dcwp_InspectionRequest,BA-1410768-2022,RAINBOW PAPER SALES INC.,,Supermarket,A0126813,INS-000651337,23N00771,07/03/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,No,No,Pleaded,1.0,,
1514,7868-2023-ADJC,dcwp_InspectionRequest,BA-1357470-2022,GLENDA FOOD CORP.,,Supermarket,A0126795,INS-000647226,23M01491,07/03/2023,"1 NYCRR § 221.5(c) - LABELS DO NOT CLEARLY STATE THE NET QUANTITY OF ITEMS IN CONTAINERS or PACAKGE IN TERMS OF WEIGHT, MEASURE OR COUNT",1.0,No,No,Pleaded,1.0,,
1515,7955-2023-ADJC,dcwp_InspectionRequest,BA-1031403-2022,BEDFORD BOULEVARD FOOD CORP.,,Supermarket,A0126834,INS-000651366,23X00825,07/03/2023,NY Agri & Mkts § 190(5) - STORE DOES NOT HAVE A SCALE FOR CUSTOMERS,1.0,No,No,Pleaded,1.0,,
