Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0200054,INS-000806006,11/20/2024,2024,BA-1714914-2024,BA-1714914,TOP CHOICE MEAT MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,3600,WHITE PLAINS RD,,,,BRONX,NY,10467,Bronx,212,12,2057784,2046610001,BX44,40.87928311,-73.86531183
A0215301,INS-000835505,03/10/2025,2025,BA-1536780-2022,BA-1536780,TOP 1 DELI GRILL INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,9707,57TH AVE,,,,CORONA,NY,11368,Queens,404,21,4047159,4019050001,QN25,40.73725545,-73.86376582
A0200050,INS-000805993,11/20/2024,2024,BA-1714911-2024,BA-1714911,TONYS II CONVENIENCE CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,51,WOLCOTT ST,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3336637,3005770007,BK33,40.67617117,-74.01121206
A0191593,INS-000789185,10/02/2024,2024,BA-1670627-2023,BA-1670627,Tonys Grill and Deli Corp.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,146,GRAHAM AVE,,,,BROOKLYN,NY,11206,Brooklyn,301,34,3338421,3030710007,BK78,40.70642969,-73.94304502
A0126796,INS-000651316,07/03/2023,2023,BA-1547517-2022,BA-1547517,TONYS DELI AND GROCERY II CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,51,WOLCOTT ST,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3336637,3005770007,BK33,40.67617117,-74.01121206
A0202139,INS-000810113,12/04/2024,2024,BA-1543023-2022,BA-1543023,TONY'S MINI MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,740,SAINT ANNS AVE,,,,BRONX,NY,10455,Bronx,201,17,2004327,2026170047,BX34,40.81917412,-73.91062381
A0151217,INS-000706318,01/23/2024,2024,BA-1553453-2022,BA-1553453,TONY'S MEATS RETAIL INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,1054,NOSTRAND AVE,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3035062,3013200048,BK60,40.66251967,-73.95083924
A0202086,INS-000810024,12/04/2024,2024,BA-1523171-2022,BA-1523171,TONY'S JAMAICA MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,9420,SUTPHIN BLVD,,,,JAMAICA,NY,11435,Queens,412,27,4213960,4099930027,QN61,40.69883511,-73.80682001
A0142605,INS-000688249,11/13/2023,2023,BA-1552993-2022,BA-1552993,TONY'S HEALTH FOOD,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2923,GLENWOOD RD,,,,BROOKLYN,NY,11210,Brooklyn,314,45,3121745,3052520071,,40.63395916,-73.94846796
A0203832,INS-000813143,12/13/2024,2024,BA-1552993-2022,BA-1552993,TONY'S HEALTH FOOD,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,2923,GLENWOOD RD,,,,BROOKLYN,NY,11210,Brooklyn,314,45,3121745,3052520071,,40.63395916,-73.94846796
A0193828,INS-000793615,10/11/2024,2024,BA-1548025-2022,BA-1548025,TONY FRUITS & GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1004,E 174TH ST,,,,BRONX,NY,10460,Bronx,203,17,2010885,2030020025,BX75,40.83621745,-73.88438251
A0168544,INS-000742860,05/09/2024,2024,BA-1695125-2024,BA-1695125,TONATIUH CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1206,AVENUE U,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3199392,3073440001,BK25,40.59844334,-73.95988163
A0149398,INS-000701055,01/05/2024,2024,BA-1451484-2022,BA-1451484,"TOMMY'S DELI, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,17803,UNION TPKE,,,,FRESH MEADOWS,NY,11366,Queens,408,24,4154680,4071910047,QN41,40.7263547,-73.78988779
A0209734,INS-000825907,01/30/2025,2025,BA-1451484-2022,BA-1451484,"TOMMY'S DELI, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,17803,UNION TPKE,,,,FRESH MEADOWS,NY,11366,Queens,408,24,4154680,4071910047,QN41,40.7263547,-73.78988779
A0139635,INS-000683194,10/18/2023,2023,BA-1672457-2023,BA-1672457,"TOMER'S GOURMET MARKET, LLC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,1201,LEXINGTON AVE,,,,NEW YORK,NY,10028,Manhattan,108,4,1047585,1015100053,MN40,40.77655891,-73.95771628
A0152144,INS-000709816,01/29/2024,2024,BA-1496952-2022,BA-1496952,TOMEKG CORP.,POLBRIDGE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7218,3 AVENUE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3147306,3059070046,BK31,40.63332799,-74.02703938
A0189034,INS-000784595,09/19/2024,2024,BA-1561889-2022,BA-1561889,TOMAS GOMEZ,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,978,MCDONALD AVE,,,,BROOKLYN,NY,11230,Brooklyn,312,44,3128738,3054390053,BK88,40.629972,-73.97702939
A0202670,INS-000810999,12/06/2024,2024,BA-1514844-2022,BA-1514844,TOLUCA DELI EXPRESS CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1891,CLOVE RD,,,,STATEN ISLAND,NY,10304,Staten Island,502,50,5106241,5029110030,SI14,40.60674998,-74.08783131
A0202616,INS-000810898,12/06/2024,2024,BA-1556334-2022,BA-1556334,TOLINS CONVENIENCE CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2050,CLOVE RD,,,,STATEN ISLAND,NY,10304,Staten Island,502,50,5046297,5031600009,SI14,40.60461726,-74.08418759
A0186299,INS-000779522,09/04/2024,2024,BA-1538568-2022,BA-1538568,TODT HILL BAGELS INC,MANOR SUPERETTE & BAGELS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,931,MANOR RD,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,5017629,5007000001,SI05,40.60398356,-74.12073606
A0144919,INS-000699585,11/30/2023,2023,BA-1510621-2022,BA-1510621,TOAST CAFE INC,,Grocery-Retail - 808,Scale,Scale,,Computing Scale - 01,2,2,0,,Complete Address,968,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10018,Manhattan,105,4,1015884,1008370005,MN17,40.75080105,-73.98703575
A0189526,INS-000785520,09/23/2024,2024,BA-1563312-2022,BA-1563312,TLALIX DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,38,NEW DORP PLZ S,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5057395,5042090034,SI45,40.57373459,-74.11663179
A0171075,INS-000747925,05/24/2024,2024,BA-1697030-2024,BA-1697030,TIZARAH BUSINESS GROUP CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,11024,MERRICK BLVD,,,,JAMAICA,NY,11433,Queens,412,27,4217036,4101970037,QN01,40.69542348,-73.782286
A0217411,INS-000839180,03/21/2025,2025,BA-1553868-2022,BA-1553868,TIO MINIMARKET & DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2737,FULTON ST,,,,BROOKLYN,NY,11207,Brooklyn,305,37,3083171,3036630042,BK83,40.67774201,-73.89367759
A0199446,INS-000804978,11/19/2024,2024,BA-1549227-2022,BA-1549227,TIO GROCERY CORP.,TITO GROCERY CORP,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1288,HERKIMER ST,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3042585,3015670027,BK79,40.67752063,-73.91095786
A0131535,INS-000659529,08/15/2023,2023,BA-1549227-2022,BA-1549227,TIO GROCERY CORP.,TITO GROCERY CORP,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1288,HERKIMER ST,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3042585,3015670027,BK79,40.67752063,-73.91095786
A0147004,INS-000696639,12/14/2023,2023,BA-1464432-2022,BA-1464432,TINTON GOURMET DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,643,TINTON AVE,,APT,1,BRONX,NY,10455,Bronx,201,8,2004682,2026530071,BX34,40.81509685,-73.90547397
A0191633,INS-000789262,10/02/2024,2024,BA-1710610-2024,BA-1710610,TINO'S DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7120,BAY PKWY,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3158119,3061860045,BK28,40.61000501,-73.98543877
A0213473,INS-000832340,02/26/2025,2025,BA-1720823-2025,BA-1720823,TINGO FOOD MARKET CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,4,1,Confiscated,Complete Address,82,E BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2007948,2028290045,BX41,40.85326795,-73.90593302
A0157509,INS-000723164,03/07/2024,2024,BA-1664650-2023,BA-1664650,TIMS LOTTERY AND GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3968,WHITE PLAINS RD,,,,BRONX,NY,10466,Bronx,212,12,2063413,2048380050,BX44,40.88760486,-73.86055718
A0139870,INS-000683606,10/19/2023,2023,BA-1664650-2023,BA-1664650,TIMS LOTTERY AND GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3968,WHITE PLAINS RD,,,,BRONX,NY,10466,Bronx,212,12,2063413,2048380050,BX44,40.88760486,-73.86055718
A0208395,INS-000822054,01/22/2025,2025,BA-1664650-2023,BA-1664650,TIMS LOTTERY AND GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3968,WHITE PLAINS RD,,,,BRONX,NY,10466,Bronx,212,12,2063413,2048380050,BX44,40.88760486,-73.86055718
A0140944,INS-000685528,10/27/2023,2023,BA-1562931-2022,BA-1562931,TIMS GOURMET DELI CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10665,160TH ST,,,,JAMAICA,NY,11433,Queens,412,28,4215785,4101280048,QN01,40.69759813,-73.79466665
A0157960,INS-000723935,03/11/2024,2024,BA-1537948-2022,BA-1537948,Times Square Food Court LLC,TSQ Food Court,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,163,W 48TH ST,,,,NEW YORK,NY,10036,Manhattan,105,4,1080826,1010010102,MN17,40.75936139,-73.98301652
A0182447,INS-000771577,08/09/2024,2024,BA-1702300-2024,BA-1702300,TIM deli and grocery,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,800,BURKE AVE,,,,BRONX,NY,10467,Bronx,212,12,2055675,2045720025,BX07,40.87136491,-73.86319096
A0153291,INS-000712005,02/05/2024,2024,BA-1544553-2022,BA-1544553,TIKVAH AA CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Platform Scale - 01,1,1,0,,Complete Address,10545B,64TH RD,,,,FOREST HILLS,NY,11375,Queens,406,29,4439613,4021490001,QN17,40.73173381,-73.85111964
A0153291,INS-000712005,02/05/2024,2024,BA-1544553-2022,BA-1544553,TIKVAH AA CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,10545B,64TH RD,,,,FOREST HILLS,NY,11375,Queens,406,29,4439613,4021490001,QN17,40.73173381,-73.85111964
A0205125,INS-000815608,12/24/2024,2024,BA-1540956-2022,BA-1540956,TIENDA GUATE LINDA EL TIKAL CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,14421,JAMAICA AVE,,,,JAMAICA,NY,11435,Queens,412,24,4206701,4096740041,QN61,40.70212425,-73.81066591
A0130335,INS-000657650,08/04/2023,2023,BA-1595630-2023,BA-1595630,TIANCHENG FOOD TRADING INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4139,KISSENA BLVD,,,,FLUSHING,NY,11355,Queens,407,20,4309526,4050447501,QN22,40.75795049,-73.82853355
A0187999,INS-000782790,09/13/2024,2024,BA-1560491-2022,BA-1560491,TIAN XUAN TRADING INC,New York,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,5623,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,312,43,3139839,3056860001,BK34,40.63757712,-74.0073755
A0179617,INS-000765208,07/24/2024,2024,BA-1558893-2022,BA-1558893,TIAN TIAN XIAN INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,5724,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015890,3008500047,BK34,40.63701989,-74.00798435
A0154492,INS-000717014,02/14/2024,2024,BA-1506165-2022,BA-1506165,THUNDER DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,725,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,308,35,3031915,3012480008,BK61,40.67239513,-73.95025156
A0160205,INS-000728173,03/26/2024,2024,BA-1533615-2022,BA-1533615,THREE STAR DELI GROCERY INC I,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,164,TOMPKINS AVE,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3049332,3017710036,BK75,40.69338794,-73.9459194
A0164284,INS-000735325,04/18/2024,2024,BA-1539257-2022,BA-1539257,THOMAS PEREZ,LA TIENDITA DE LUCY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,5058,69TH ST,,,,WOODSIDE,NY,11377,Queens,402,26,4056156,4024250047,QN50,40.73555989,-73.89601378
A0203172,INS-000811973,12/11/2024,2024,BA-1715614-2024,BA-1715614,Thomas deli corp,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2240,2ND AVE,,,,NEW YORK,NY,10029,Manhattan,111,8,1052897,1016870001,MN34,40.79652622,-73.93811022
A0168555,INS-000742877,05/09/2024,2024,BA-1583438-2023,BA-1583438,THF GOURMET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,133,LAFAYETTE AVE,,,,BROOKLYN,NY,11238,Brooklyn,302,35,3059045,3021020069,BK68,40.68744944,-73.97246992
A0130504,INS-000657897,08/07/2023,2023,BA-1583438-2023,BA-1583438,THF GOURMET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,133,LAFAYETTE AVE,,,,BROOKLYN,NY,11238,Brooklyn,302,35,3059045,3021020069,BK68,40.68744944,-73.97246992
A0154649,INS-000717330,02/15/2024,2024,BA-1557295-2022,BA-1557295,THE YOUNG KING GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,23,EAST  115 STREET,,,,NEW YORK,NY,10029,Manhattan,111,8,1074184,1016210013,MN34,40.79941473,-73.94564545
A0195781,INS-000797828,10/24/2024,2024,BA-1530182-2022,BA-1530182,THE SANDWICH SPOT DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1075,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3118907,3051650086,BK95,40.64441242,-73.95794416
A0194039,INS-000794082,10/15/2024,2024,BA-1696132-2024,BA-1696132,THE ONE LOVE DELI GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,339,GRAHAM AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3400171,3027590028,BK90,40.71468661,-73.94442315
A0212557,INS-000830915,02/20/2025,2025,BA-1682520-2024,BA-1682520,THE OCEAN DELI & GRILL CORP. I,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1925,CHURCH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3116543,3050800073,BK42,40.64988961,-73.96181113
A0217141,INS-000838689,03/19/2025,2025,BA-1724449-2025,BA-1724449,THE MEAT MARKET NYC CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,16110,CROSSBAY BLVD,,,,HOWARD BEACH,NY,11414,Queens,410,32,4294013,4140480069,QN57,40.65545943,-73.83896761
A0137626,INS-000679850,10/02/2023,2023,BA-1529317-2022,BA-1529317,THE MEAT HOOK LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,397,GRAHAM AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3338075,3027440027,BK90,40.71675358,-73.94476412
A0171706,INS-000741842,05/30/2024,2024,BA-1694785-2024,BA-1694785,THE MEAT HOOK CARROLL GARDENS LLC,THE MEAT HOOK,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,301,SACKETT ST,,,,BROOKLYN,NY,11231,Brooklyn,306,39,3336110,3004210001,BK33,40.68293748,-73.99519022
A0198683,INS-000803490,11/13/2024,2024,BA-1717353-2024,BA-1717353,"THE MARSHALL RETAIL GROUP, LLC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,,LAGUARDIA AIRPORT,,,,EAST ELMHURST,NY,11369,Queens,480,21,4000000,4009260001,QN98,40.77442083,-73.87729411
A0136380,INS-000677668,09/21/2023,2023,BA-1666936-2023,BA-1666936,The Market Place,NORTH FLATBUSH AVENUE FLOWERS BY SERGIO,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,271,FLATBUSH AVE,,,,BROOKLYN,NY,11217,Brooklyn,308,35,3250935,3011507501,BK64,40.67957508,-73.97418211
A0192180,INS-000790358,10/04/2024,2024,BA-1538371-2022,BA-1538371,THE LATIN BROTHERS FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1141,FULTON ST,,,,BROOKLYN,NY,11238,Brooklyn,303,36,3057390,3019970045,BK69,40.68124394,-73.95615067
A0131890,INS-000660412,08/17/2023,2023,BA-1513811-2022,BA-1513811,THE LAST STOP DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1380,E GUN HILL RD,,,,BRONX,NY,10469,Bronx,211,12,2055372,2045640075,BX31,40.87008829,-73.84552736
A0214099,INS-000833286,02/28/2025,2025,BA-1513811-2022,BA-1513811,THE LAST STOP DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1380,E GUN HILL RD,,,,BRONX,NY,10469,Bronx,211,12,2055372,2045640075,BX31,40.87008829,-73.84552736
A0180076,INS-000766805,07/26/2024,2024,BA-1535845-2022,BA-1535845,THE LARDER LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,228,FLATBUSH AVENUE,,,,BROOKLYN,NY,11217,Brooklyn,306,39,3018605,3009330036,BK37,40.68068141,-73.97501453
A0156217,INS-000720678,02/28/2024,2024,BA-1559330-2022,BA-1559330,THE HEIGHTS MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,1520,SAINT NICHOLAS AVE,,,,NEW YORK,NY,10033,Manhattan,112,10,1063788,1021570067,MN35,40.85247897,-73.93141069
A0156217,INS-000720678,02/28/2024,2024,BA-1559330-2022,BA-1559330,THE HEIGHTS MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,1520,SAINT NICHOLAS AVE,,,,NEW YORK,NY,10033,Manhattan,112,10,1063788,1021570067,MN35,40.85247897,-73.93141069
A0142531,INS-000688125,11/13/2023,2023,BA-1509092-2022,BA-1509092,THE HEIGHTS DELI FOODS INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1649,AMSTERDAM AVE,,,,NEW YORK,NY,10031,Manhattan,109,7,1061221,1020580001,MN04,40.82301822,-73.94921038
A0203545,INS-000812641,12/12/2024,2024,BA-1509092-2022,BA-1509092,THE HEIGHTS DELI FOODS INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1649,AMSTERDAM AVE,,,,NEW YORK,NY,10031,Manhattan,109,7,1061221,1020580001,MN04,40.82301822,-73.94921038
A0173656,INS-000753268,06/13/2024,2024,BA-1505869-2022,BA-1505869,THE HEALTH NUTS INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,1208,2ND AVE,,,,NEW YORK,NY,10065,Manhattan,108,5,1044384,1014380001,MN31,40.76337752,-73.9623092
A0142631,INS-000688296,11/14/2023,2023,BA-1669863-2023,BA-1669863,THE FRUIT GUY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,5723,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,312,43,3140159,3056930001,BK34,40.63701989,-74.00795913
A0160211,INS-000728183,03/26/2024,2024,BA-1689815-2024,BA-1689815,THE FOUR SEASONS MARKETSPLACE CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,8517,126TH ST,,,,KEW GARDENS,NY,11415,Queens,409,29,4193672,4092720001,QN60,40.70373663,-73.82531159
A0139147,INS-000682356,10/13/2023,2023,BA-1346124-2022,BA-1346124,THE EIGHTH STREET MINI MART CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,801,ASTORIA BLVD,,,,ASTORIA,NY,11102,Queens,401,22,4005564,4005090030,QN71,40.77264937,-73.93250021
A0208213,INS-000821686,01/21/2025,2025,BA-1346124-2022,BA-1346124,THE EIGHTH STREET MINI MART CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,801,ASTORIA BLVD,,,,ASTORIA,NY,11102,Queens,401,22,4005564,4005090030,QN71,40.77264937,-73.93250021
A0136012,INS-000676890,09/19/2023,2023,BA-1664403-2023,BA-1664403,THE EASTERN PARKWAY DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2009,EASTERN PKWY,,,,BROOKLYN,NY,11233,Brooklyn,316,37,3041978,3015400037,BK79,40.67985227,-73.90573778
A0194529,INS-000795228,10/18/2024,2024,BA-1711984-2024,BA-1711984,THE CORNER DELI GRILL STORE INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7939,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,405,32,4093451,4038290038,QN19,40.70289465,-73.86925678
A0144207,INS-000690935,11/24/2023,2023,BA-1565791-2022,BA-1565791,THE CITY'S BEST DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1660,SOUTHERN BLVD,,,,BRONX,NY,10460,Bronx,203,17,2010599,2029830001,BX75,40.83587854,-73.88863657
A0138060,INS-000680590,10/04/2023,2023,BA-1565239-2022,BA-1565239,THE CHICKEN DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,555,E 180TH ST,,,,BRONX,NY,10457,Bronx,206,15,2011853,2030620015,BX17,40.85035034,-73.89332579
A0199926,INS-000805771,11/20/2024,2024,BA-1546843-2022,BA-1546843,THE CAKE CHEF INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,957,JEWETT AVE,,,,STATEN ISLAND,NY,10314,Staten Island,501,50,5011001,5003780033,,40.61306338,-74.13075097
A0146235,INS-000695283,12/08/2023,2023,BA-1546843-2022,BA-1546843,THE CAKE CHEF INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,957,JEWETT AVE,,,,STATEN ISLAND,NY,10314,Staten Island,501,50,5011001,5003780033,,40.61306338,-74.13075097
A0196547,INS-000799385,10/29/2024,2024,BA-1637260-2023,BA-1637260,THE BLUE DOLPHIN FISH MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,172-02,LINDEN BOULEVARD,,,,JAMAICA,NY,11434,Queens,412,27,4268570,4123940090,QN08,40.69192404,-73.77805674
A0200797,INS-000807590,11/26/2024,2024,BA-1715389-2024,BA-1715389,THE BAGEL BOX II INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,700,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10308,Staten Island,503,51,5073068,5054940055,SI54,40.56019085,-74.16443766
A0159891,INS-000727409,03/22/2024,2024,BA-1508256-2022,BA-1508256,"THE BAD WIFE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,378,7TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3023022,3010240044,BK37,40.66543836,-73.98280614
A0165727,INS-000737714,04/25/2024,2024,BA-1532492-2022,BA-1532492,THANH'S FRUIT & VEGETABLE FARM INC,ELIM DELI & GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,24619,JERICHO TPKE,,,,BELLEROSE,NY,11426,Queens,413,23,4176909,4086600001,QN43,40.7251395,-73.72164958
