Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0205011,INS-000815449,12/24/2024,2024,BA-1122374-2022,BA-1122374,809 HOT CORNER MEAT MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,1045,SAINT NICHOLAS AVE,,,,NEW YORK,NY,10032,Manhattan,112,10,1062910,1021220001,MN36,40.83634214,-73.94000659
A0179632,INS-000765244,07/24/2024,2024,BA-1126486-2022,BA-1126486,8001 JAMAICA CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8001,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4181315,4088470159,QN53,40.69211892,-73.86240121
A0127718,INS-000652733,07/11/2023,2023,BA-1584161-2023,BA-1584161,7TH AVE MIKE FOOD CORP. I,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2299,ADAM CLAYTON POWELL JR BLVD,,,,NEW YORK,NY,10030,Manhattan,110,9,1058252,1019190060,MN03,40.81520148,-73.94376479
A0176243,INS-000758512,07/02/2024,2024,BA-1038558-2022,BA-1038558,7TH AVE DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2417,ADAM CLAYTON POWELL JR BLVD,,,,NEW YORK,NY,10030,Manhattan,110,9,1060083,1020100001,MN03,40.81920731,-73.94083494
A0199070,INS-000804117,11/14/2024,2024,BA-1128611-2022,BA-1128611,7955 AE COMPANY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,13508,ROOSEVELT AVE,,,,FLUSHING,NY,11354,Queens,407,20,4114109,4050360017,QN22,40.75906929,-73.83153752
A0214553,INS-000834121,03/05/2025,2025,BA-1691611-2024,BA-1691611,79 GREENWICH INCORPORATED NY GRILL AND DELI,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,79,GREENWICH AVE,,,,NEW YORK,NY,10014,Manhattan,102,3,1078150,1006140059,MN23,40.73686118,-74.00128822
A0160039,INS-000727896,03/25/2024,2024,BA-1078847-2022,BA-1078847,79 GREEN APPLE CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,85,PINEAPPLE WALK,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3339176,3002170001,BK09,40.69801984,-73.99235094
A0203406,INS-000812422,12/12/2024,2024,BA-1119624-2022,BA-1119624,79 GOURMET DELI INC,YORK DELI,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1492,YORK AVENUE,,UNIT,STORE 7,NEW YORK,NY,10075,Manhattan,108,5,1085202,1014900001,MN31,40.77125047,-73.95052069
A0184112,INS-000775219,08/21/2024,2024,BA-1700383-2024,BA-1700383,787 DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,787,E 185TH ST,,,,BRONX,NY,10460,Bronx,206,15,2013054,2031140073,BX06,40.85230214,-73.88235923
A0178147,INS-000762274,07/16/2024,2024,BA-1111555-2022,BA-1111555,78 DELI AND GRILL CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7821,ATLANTIC AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4184917,4089540010,QN53,40.68455052,-73.86151903
A0132086,INS-000660738,08/18/2023,2023,BA-1596416-2023,BA-1596416,777 BEK INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,2269,86TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3165942,3063480050,BK28,40.60089294,-73.99208839
A0213064,INS-000831701,02/25/2025,2025,BA-1585273-2023,BA-1585273,77 PEARL FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,77,PEARL ST,,,,NEW YORK,NY,10004,Manhattan,101,1,1000836,1000290022,MN25,40.70395382,-74.01029703
A0141545,INS-000686476,11/01/2023,2023,BA-1119075-2022,BA-1119075,77 HEGEMAN MINI MARKET II CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,77,HEGEMAN AVE,,,,BROOKLYN,NY,11212,Brooklyn,316,42,3082734,3036230001,BK81,40.65598107,-73.90932152
A0153313,INS-000712123,02/06/2024,2024,BA-1102558-2022,BA-1102558,77 GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7720,101 AVENUE,,,,OZONE PARK,NY,11416,Queens,409,32,4188723,4090780074,QN56,40.6801849,-73.86033471
A0190682,INS-000787523,09/26/2024,2024,BA-1636395-2023,BA-1636395,77 GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7720,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,32,4188723,4090780074,QN56,40.6801849,-73.86033471
A0143688,INS-000690130,11/20/2023,2023,BA-1110696-2022,BA-1110696,"765 SIXTH AVENUE MARKET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,765,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10010,Manhattan,104,3,1015016,1008010041,MN13,40.74452149,-73.99163466
A0189335,INS-000785125,09/20/2024,2024,BA-1110696-2022,BA-1110696,"765 SIXTH AVENUE MARKET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,765,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10010,Manhattan,104,3,1015016,1008010041,MN13,40.74452149,-73.99163466
A0192145,INS-000790298,10/04/2024,2024,BA-1684241-2024,BA-1684241,760 BROOKLYN FLAMING GRILL CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,760,MCDONALD AVE,,,,BROOKLYN,NY,11218,Brooklyn,312,39,3336274,3053940010,BK88,40.63519277,-73.97797157
A0167859,INS-000741609,05/07/2024,2024,BA-1101441-2022,BA-1101441,751 BERGEN DELY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,751,BERGEN ST,,,,BROOKLYN,NY,11238,Brooklyn,308,35,3027979,3011400056,BK64,40.67844135,-73.96350729
A0206097,INS-000817505,01/03/2025,2025,BA-1716528-2024,BA-1716528,7505 LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,7505,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,32,4438447,4090470038,QN53,40.67970939,-73.86206268
A0149809,INS-000701899,01/10/2024,2024,BA-1688383-2024,BA-1688383,74TH ST GOURMET DELI THREE CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7321,METROPOLITAN AVE,,,,MIDDLE VLG,NY,11379,Queens,405,30,4071500,4030580070,QN21,40.71276454,-73.87903443
A0143248,INS-000689400,11/17/2023,2023,BA-1104265-2022,BA-1104265,74 UP INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,74,UNIVERSITY PL,,,,NEW YORK,NY,10003,Manhattan,102,2,1009261,1005680018,MN23,40.7331748,-73.99344381
A0216173,INS-000836971,03/13/2025,2025,BA-1104265-2022,BA-1104265,74 UP INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,74,UNIVERSITY PL,,,,NEW YORK,NY,10003,Manhattan,102,2,1009261,1005680018,MN23,40.7331748,-73.99344381
A0153780,INS-000715444,02/08/2024,2024,BA-1108043-2022,BA-1108043,74 parsons corp,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,65,BROADWAY,,,,NEW YORK,NY,10006,Manhattan,101,1,1000809,1000210004,MN25,40.70711285,-74.01223439
A0213671,INS-000832626,02/27/2025,2025,BA-1108043-2022,BA-1108043,74 parsons corp,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,65,BROADWAY,,,,NEW YORK,NY,10006,Manhattan,101,1,1000809,1000210004,MN25,40.70711285,-74.01223439
A0131685,INS-000660076,08/16/2023,2023,BA-1129632-2022,BA-1129632,74 FAMILIA DELI & GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,74,NAGLE AVE,,,,NEW YORK,NY,10040,Manhattan,112,10,1064186,1021740103,MN35,40.86031043,-73.92826105
A0151134,INS-000706237,01/22/2024,2024,BA-1101221-2022,BA-1101221,72ND ST GOURMET DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1390,2 AVENUE,,,,NEW YORK,NY,10021,Manhattan,108,5,1044872,1014460052,MN31,40.7686708,-73.95844332
A0207410,INS-000820067,01/14/2025,2025,BA-1599014-2023,BA-1599014,728 ORGANIC DELI GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,728,DRIGGS AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3062966,3024060026,BK73,40.71301341,-73.9603826
A0135636,INS-000666855,09/15/2023,2023,BA-1126391-2022,BA-1126391,"721 GOURMET FARM, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,721,3RD AVE,,,,NEW YORK,NY,10017,Manhattan,106,4,1037582,1013190001,MN19,40.75278306,-73.97296627
A0163761,INS-000734445,04/16/2024,2024,BA-1106817-2022,BA-1106817,719 BROTHERS FAMOUS DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,719,9TH AVE,,,,NEW YORK,NY,10019,Manhattan,104,3,1026608,1010580036,MN15,40.76278485,-73.98947728
A0171664,INS-000749263,05/30/2024,2024,BA-1697670-2024,BA-1697670,717 DELI GROCERY CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,717,E 187TH ST,,,,BRONX,NY,10458,Bronx,206,15,2012928,2031050058,BX06,40.85402473,-73.88399731
A0149005,INS-000700363,01/03/2024,2024,BA-1682245-2024,BA-1682245,71 SALT & PEPPER CORPORATION,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Misc Scale - 01,1,1,0,,Complete Address,71,NASSAU ST,,,,NEW YORK,NY,10038,Manhattan,,,,,,,
A0160934,INS-000729393,03/28/2024,2024,BA-1073051-2022,BA-1073051,71 GOURMET DELI INC,M&M GOURMET DELI & GRILL,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,71,LEXINGTON AVE,,,,NEW YORK,NY,10010,Manhattan,106,2,1018121,1008810064,MN21,40.74115281,-73.9835372
A0143493,INS-000689847,11/20/2023,2023,BA-1130574-2022,BA-1130574,71 DELI & GRILL INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7102,NEW UTRECHT AVE,,,,BROOKLYN,NY,11228,Brooklyn,311,38,3157768,3061800029,BK28,40.61882221,-73.99908508
A0200038,INS-000805975,11/20/2024,2024,BA-983873-2022,BA-983873-,706 EL TENAMPA DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,706,4TH AVE,,,,BROOKLYN,NY,11232,Brooklyn,307,38,3331268,3006420041,,40.66228583,-73.99613967
A0162597,INS-000732351,04/09/2024,2024,BA-1691184-2024,BA-1691184,7020 EMPRESARIO JOVEN CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7020,CENTRAL AVE,,,,GLENDALE,NY,11385,Queens,405,32,4089731,4036860011,QN19,40.70445622,-73.88175453
A0164560,INS-000735757,04/19/2024,2024,BA-1691471-2024,BA-1691471,700 GOURMET DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,702,ROCKAWAY AVE,,,,BROOKLYN,NY,11212,Brooklyn,316,41,3081941,3035750001,BK81,40.66276865,-73.90898429
A0177853,INS-000761479,07/12/2024,2024,BA-1113378-2022,BA-1113378,"7 PARK AVENUE FOODS, INC.",GREENLEAF GOURMET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7,PARK AVE,,,,NEW YORK,NY,10016,Manhattan,106,4,1078762,1008900001,MN20,40.74724305,-73.98120789
A0146325,INS-000695457,12/11/2023,2023,BA-1084508-2022,BA-1084508,7 H GROUP INC,J&E DELI GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3321,3RD AVE,,,,BRONX,NY,10456,Bronx,203,16,2116712,2023697502,BX35,40.82621489,-73.9078574
A0189634,INS-000785694,09/24/2024,2024,BA-1112085-2022,BA-1112085,6TH AVE DELI DELIGHT CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7901,6TH AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3151018,3059820011,BK31,40.62497127,-74.02153153
A0204608,INS-000814689,12/19/2024,2024,BA-1102805-2022,BA-1102805,"69-21 MINI MARKET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6921,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,405,32,4089632,4036840050,QN19,40.70184635,-73.88215588
A0199686,INS-000805350,11/19/2024,2024,BA-1667745-2023,BA-1667745,681 TIMES SQUARE FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,681,8TH AVE,,,,NEW YORK,NY,10036,Manhattan,104,3,1024967,1010340029,MN15,40.75800623,-73.9892398
A0131916,INS-000660462,08/17/2023,2023,BA-990551-2022,BA-990551-,681 DELI GROCERY STORE # 1 INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,681,E 187TH ST,,,,BRONX,NY,10458,Bronx,206,15,2012534,2030900001,BX06,40.85448447,-73.88537376
A0151768,INS-000708168,01/25/2024,2024,BA-1684242-2024,BA-1684242,680 CAFE INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,680,8TH AVE,,,,NEW YORK,NY,10036,Manhattan,105,3,1024703,1010150001,MN17,40.757998,-73.98921815
A0195561,INS-000797405,10/24/2024,2024,BA-1128896-2022,BA-1128896,68 SUTPHIN DELI AND GRILL INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8768,SUTPHIN BLVD,,,,JAMAICA,NY,11435,Queens,412,27,4207058,4096900010,QN61,40.70517165,-73.80943096
A0168608,INS-000742999,05/10/2024,2024,BA-1678174-2023,BA-1678174,675 MORRIS GOURMET DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,675,MORRIS AVE,,FRNT,2,BRONX,NY,10451,Bronx,201,17,2114677,2024420060,BX34,40.82046648,-73.92137069
A0153658,INS-000713171,02/07/2024,2024,BA-1127805-2022,BA-1127805,"674 GOURMET DELI, CORP",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,674,ALLERTON AVE,,,,BRONX,NY,10467,Bronx,211,15,2051303,2044290032,BX07,40.86540105,-73.86821782
A0127577,INS-000652516,07/10/2023,2023,BA-1635622-2023,BA-1635622,66-56  MEAT  CORP,KEY FOOD,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,6656,GRAND AVE,,,,MASPETH,NY,11378,Queens,405,30,4062170,4027740035,QN30,40.72473045,-73.89753873
A0135235,INS-000665983,09/13/2023,2023,BA-1101714-2022,BA-1101714,66 MYRTLE AVE. DELI & GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,6601,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,405,30,4089337,4036780039,QN19,40.70133371,-73.88829149
A0215891,INS-000836452,03/12/2025,2025,BA-1084593-2022,BA-1084593,653 AMSTERDAM CONVENIENCE INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,653,AMSTERDAM AVE,,,,NEW YORK,NY,10025,Manhattan,107,6,1032491,1012227501,MN12,40.79130258,-73.97236197
A0150970,INS-000706019,01/22/2024,2024,BA-1110194-2022,BA-1110194,65 BURNSIDE MEAT MARKET CORP,SAGAL FOOD,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,65,E BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2013946,2031780001,BX41,40.85336693,-73.90614615
A0167997,INS-000741883,05/08/2024,2024,BA-1103772-2022,BA-1103772,64 FULTON ST. FOOD CORP.,SEAPORT DELI,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,64,FULTON ST,,,,NEW YORK,NY,10038,Manhattan,101,1,1001176,1000760001,MN25,40.70876848,-74.00513626
A0190242,INS-000786773,09/25/2024,2024,BA-1012298-2022,BA-1012298,6302 BAY PARKWAY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6302,BAY PKWY,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3133318,3055430037,BK28,40.61492017,-73.98032306
A0142627,INS-000688291,11/14/2023,2023,BA-1012298-2022,BA-1012298,6302 BAY PARKWAY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6302,BAY PKWY,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3133318,3055430037,BK28,40.61492017,-73.98032306
A0143516,INS-000689883,11/20/2023,2023,BA-1112812-2022,BA-1112812,630 DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,630,WALTON AVE,,,,BRONX,NY,10451,Bronx,204,8,2001077,2023480053,BX63,40.82120878,-73.92742524
A0183524,INS-000773935,08/16/2024,2024,BA-1098899-2022,BA-1098899,63 SUPER MART INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,9507,63RD DR,,,,REGO PARK,NY,11374,Queens,406,30,4072077,4030800038,QN18,40.72943172,-73.86277517
A0197109,INS-000800512,10/31/2024,2024,BA-1014615-2022,BA-1014615,627 GARDEN GOURMENT DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,627,E TREMONT AVE,,,,BRONX,NY,10457,Bronx,206,15,2011993,2030680099,BX17,40.84611728,-73.89254825
A0141465,INS-000686336,10/31/2023,2023,BA-1092973-2022,BA-1092973,6220 GOURMET BAGEL INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6220,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3238471,3084630006,BK45,40.61576753,-73.91334185
A0191565,INS-000789143,10/02/2024,2024,BA-1100305-2022,BA-1100305,61ST BIG APPLE DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6101,GRAND AVENUE,,,,MASPETH,NY,11378,Queens,405,30,4060617,4027120001,QN30,40.72199404,-73.90404391
A0139156,INS-000682366,10/13/2023,2023,BA-1103139-2022,BA-1103139,613 FRESH DELI AND GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,613,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,308,36,3337844,3012130001,BK61,40.67621296,-73.9498918
A0184668,INS-000776342,08/23/2024,2024,BA-1126602-2022,BA-1126602,612 SUPERMARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,612,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,308,36,3030003,3012060041,BK61,40.67753589,-73.94978986
A0131373,INS-000659252,08/15/2023,2023,BA-1126602-2022,BA-1126602,612 SUPERMARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,612,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,308,36,3030003,3012060041,BK61,40.67753589,-73.94978986
A0207321,INS-000819903,01/14/2025,2025,BA-1126602-2022,BA-1126602,612 SUPERMARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,612,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,308,36,3030003,3012060041,BK61,40.67753589,-73.94978986
A0141085,INS-000685750,10/30/2023,2023,BA-1000977-2022,BA-1000977,612 BAGEL CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,612,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,307,38,3008914,3006280041,BK37,40.66363872,-73.99105727
A0212345,INS-000830560,02/19/2025,2025,BA-993972-2022,BA-993972-,609 EDIBLES INC.,TINOS DELICATESSEN,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,2410,ARTHUR AVE,,,,BRONX,NY,10458,Bronx,206,15,2012240,2030770006,BX06,40.85582032,-73.88732712
A0152046,INS-000709531,01/29/2024,2024,BA-1111171-2022,BA-1111171,607 DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,607,9TH AVE,,,,NEW YORK,NY,10036,Manhattan,104,3,1026363,1010530029,MN15,40.75925532,-73.9920407
A0166700,INS-000739394,05/01/2024,2024,BA-1113274-2022,BA-1113274,603 DELI PIZZA CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,603,AVENUE Z,,,,BROOKLYN,NY,11223,Brooklyn,313,47,3195689,3072130040,BK26,40.5860678,-73.97165484
A0187349,INS-000781588,09/11/2024,2024,BA-1707572-2024,BA-1707572,6 BRO DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8123,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3224339,3080020001,BK50,40.63615505,-73.91229572
A0182066,INS-000770894,08/08/2024,2024,BA-1088551-2022,BA-1088551,"5TH AVE BROOKLYN, LLC",Fjord Fish Market,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,249,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3330509,3009620001,BK37,40.67486921,-73.98154192
A0209843,INS-000826068,01/30/2025,2025,BA-1112898-2022,BA-1112898,5B DELI & GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,100,THAYER ST,,,,NEW YORK,NY,10040,Manhattan,112,10,1064225,1021750039,MN35,40.86460286,-73.92781534
A0155796,INS-000719892,02/26/2024,2024,BA-941361-2022,BA-941361-,"59 BAYARD MARKET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,59,BAYARD STREET,,,,NEW YORK,NY,10013,Manhattan,103,1,1077443,1001630025,MN27,40.7154109,-73.99790056
A0143910,INS-000690506,11/21/2023,2023,BA-1009342-2022,BA-1009342,58 DELI & GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3763,58TH ST,,,,WOODSIDE,NY,11377,Queens,402,26,4027692,4012130016,QN63,40.74910461,-73.90479887
A0163303,INS-000733536,04/11/2024,2024,BA-1089364-2022,BA-1089364,58 BURNSIDE FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,58,W BURNSIDE AVE,,,,BRONX,NY,10453,Bronx,205,14,2008608,2028690127,BX36,40.85416304,-73.90976707
A0126935,INS-000651518,07/05/2023,2023,BA-1635829-2023,BA-1635829,579  BREAD & BUTTER MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,579,MAIN ST,,,,NEW YORK,NY,10044,Manhattan,108,5,1084704,1013737505,MN31,40.76259855,-73.94939002
A0177885,INS-000761531,07/12/2024,2024,BA-1130302-2022,BA-1130302,574 MARCY DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,574,MARCY AVE,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3338620,3017540044,BK75,40.69505549,-73.94915279
A0152993,INS-000711465,02/02/2024,2024,BA-1567628-2023,BA-1567628,57 CARNICERIA MINI MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8525,57TH AVE,,,,ELMHURST,NY,11373,Queens,404,30,4065453,4028810027,QN29,40.73191817,-73.87709454
A0152993,INS-000711465,02/02/2024,2024,BA-1567628-2023,BA-1567628,57 CARNICERIA MINI MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,8525,57TH AVE,,,,ELMHURST,NY,11373,Queens,404,30,4065453,4028810027,QN29,40.73191817,-73.87709454
A0145791,INS-000694507,12/06/2023,2023,BA-960777-2022,BA-960777-,"57 BAYARD MEAT MARKET, INC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,57,BAYARD ST,,,,NEW YORK,NY,10013,Manhattan,103,1,1001794,1001630026,MN27,40.71538894,-73.99783924
A0172787,INS-000751563,06/07/2024,2024,BA-1716809-2024,BA-1716809,560 NY MINI MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,562,AMSTERDAM AVE,,,,NEW YORK,NY,10024,Manhattan,107,6,1033209,1012350029,MN12,40.78851166,-73.97442515
A0154693,INS-000717476,02/16/2024,2024,BA-1117677-2022,BA-1117677,560 GROCERY & FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,560,REMSEN AVENUE,,,,BROOKLYN,NY,11236,Brooklyn,317,41,3102464,3046860001,BK96,40.65295887,-73.92016619
