Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0164955,INS-000736459,04/23/2024,2024,BA-1114048-2022,BA-1114048,431 FOOD MARKET CORP,BROOKLYN FARE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,431,W 37TH ST,,,,NEW YORK,NY,10018,Manhattan,104,3,1088683,1007350017,MN13,40.75595087,-73.99646271
A0164955,INS-000736459,04/23/2024,2024,BA-1114048-2022,BA-1114048,431 FOOD MARKET CORP,BROOKLYN FARE,Supermarket - 819,Scale,Scale,Scale Inspection,Misc Scale - 01,1,1,0,,Complete Address,431,W 37TH ST,,,,NEW YORK,NY,10018,Manhattan,104,3,1088683,1007350017,MN13,40.75595087,-73.99646271
A0164955,INS-000736459,04/23/2024,2024,BA-1114048-2022,BA-1114048,431 FOOD MARKET CORP,BROOKLYN FARE,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,6,6,0,,Complete Address,431,W 37TH ST,,,,NEW YORK,NY,10018,Manhattan,104,3,1088683,1007350017,MN13,40.75595087,-73.99646271
A0140844,INS-000685361,10/26/2023,2023,BA-1641965-2023,BA-1641965,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,16,14,2,Confiscated,Complete Address,666,GREENWICH ST,,,,NEW YORK,NY,10014,Manhattan,102,3,1010421,1006040033,MN23,40.73223328,-74.00769989
A0143274,INS-000686431,11/17/2023,2023,BA-1641965-2023,BA-1641965,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,2,1,2,Confiscated,Complete Address,666,GREENWICH ST,,,,NEW YORK,NY,10014,Manhattan,102,3,1010421,1006040033,MN23,40.73223328,-74.00769989
A0149172,INS-000718790,01/04/2024,2024,BA-1641965-2023,BA-1641965,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE,Supermarket - 819,Scale - Condemned Follow-up,Scale,,Computing Scale - 01,1,0,1,Confiscated,Complete Address,666,GREENWICH ST,,,,NEW YORK,NY,10014,Manhattan,102,3,1010421,1006040033,MN23,40.73223328,-74.00769989
A0149172,INS-000718790,01/04/2024,2024,BA-1641965-2023,BA-1641965,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE,Supermarket - 819,Scale - Condemned Follow-up,Scale,Scale Inspection,No Fee Scale,0,0,0,,Complete Address,666,GREENWICH ST,,,,NEW YORK,NY,10014,Manhattan,102,3,1010421,1006040033,MN23,40.73223328,-74.00769989
A0210826,INS-000827798,02/06/2025,2025,BA-1641965-2023,BA-1641965,BROOKLYN FARE GREENWICH LLC,BROOKLYN FARE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,,Complete Address,666,GREENWICH STREET,,,,NEW YORK,NY,10014,Manhattan,102,3,1010421,1006040033,MN23,40.73223328,-74.00769989
A0201130,INS-000808194,11/27/2024,2024,BA-1112430-2022,BA-1112430,204 UNION FOOD CORP.,BROOKLYN HARVEST MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,204,UNION AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3325853,3030580100,BK90,40.70644954,-73.9503632
A0144289,INS-000692003,11/27/2023,2023,BA-1112430-2022,BA-1112430,204 UNION FOOD CORP.,BROOKLYN HARVEST MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,204,UNION AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3325853,3030580100,BK90,40.70644954,-73.9503632
A0131983,INS-000660591,08/18/2023,2023,BA-1027881-2022,BA-1027881,8102 FOOD CORP,BROOKLYN MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,8102,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3151625,3059960039,BK31,40.62698414,-74.02963422
A0202922,INS-000811529,12/10/2024,2024,BA-1027881-2022,BA-1027881,8102 FOOD CORP,BROOKLYN MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,8102,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3151625,3059960039,BK31,40.62698414,-74.02963422
A0202922,INS-000811529,12/10/2024,2024,BA-1027881-2022,BA-1027881,8102 FOOD CORP,BROOKLYN MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,8102,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3151625,3059960039,BK31,40.62698414,-74.02963422
A0192156,INS-000790311,10/04/2024,2024,BA-1089705-2022,BA-1089705,74-39 MEAT CORP.,C - TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,7439,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4180778,4088350001,QN53,40.69133944,-73.86710142
A0192156,INS-000790311,10/04/2024,2024,BA-1089705-2022,BA-1089705,74-39 MEAT CORP.,C - TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,7439,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4180778,4088350001,QN53,40.69133944,-73.86710142
A0192156,INS-000790311,10/04/2024,2024,BA-1089705-2022,BA-1089705,74-39 MEAT CORP.,C - TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,7439,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4180778,4088350001,QN53,40.69133944,-73.86710142
A0161639,INS-000730673,04/03/2024,2024,BA-1304896-2022,BA-1304896,KBC FOOD CORP.,C - TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,,Complete Address,1725,1ST AVE,,,,NEW YORK,NY,10128,Manhattan,108,5,1050118,1015527504,MN32,40.77901414,-73.94782493
A0203487,INS-000812549,12/12/2024,2024,BA-1103370-2022,BA-1103370,2869 MEAT & PRODUCE CORP.,C - Town Supermarket,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,2869,FULTON ST,,,,BROOKLYN,NY,11207,Brooklyn,305,37,3087572,3039360042,BK83,40.67865682,-73.88872245
A0144712,INS-000692717,11/29/2023,2023,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,0,1,Confiscated,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0149647,INS-000701623,01/10/2024,2024,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,0,2,Confiscated,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0144712,INS-000692717,11/29/2023,2023,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0159007,INS-000725914,03/18/2024,2024,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0185863,INS-000772597,08/30/2024,2024,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0182719,INS-000772176,08/13/2024,2024,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0182719,INS-000772176,08/13/2024,2024,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0182719,INS-000772176,08/13/2024,2024,BA-1200637-2022,BA-1200637,DOWNTOWN FOOD CORP.,C Town,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,5,SAINT JAMES PL,,,,NEW YORK,NY,10038,Manhattan,103,1,1077416,1001110100,MN27,40.71120594,-74.00027414
A0166670,INS-000739334,05/01/2024,2024,BA-1193847-2022,BA-1193847,F&G SUPERMARKET CORP,C TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,2807,86TH ST,,,,BROOKLYN,NY,11223,Brooklyn,315,47,3193263,3071430048,BK26,40.59275839,-73.97865529
A0186556,INS-000779971,09/05/2024,2024,BA-1708194-2024,BA-1708194,T & K SUPERMARKET LLC,C TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,19509,JAMAICA AVE,,,,HOLLIS,NY,11423,Queens,412,23,4222296,4104590001,QN07,40.71328934,-73.76558049
A0186556,INS-000779971,09/05/2024,2024,BA-1708194-2024,BA-1708194,T & K SUPERMARKET LLC,C TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,19509,JAMAICA AVE,,,,HOLLIS,NY,11423,Queens,412,23,4222296,4104590001,QN07,40.71328934,-73.76558049
A0186556,INS-000779971,09/05/2024,2024,BA-1708194-2024,BA-1708194,T & K SUPERMARKET LLC,C TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,19509,JAMAICA AVE,,,,HOLLIS,NY,11423,Queens,412,23,4222296,4104590001,QN07,40.71328934,-73.76558049
A0208780,INS-000822665,01/24/2025,2025,BA-1509909-2022,BA-1509909,UTICA MEAT & PRODUCE CORP.,C TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,330,UTICA AVE,,,,BROOKLYN,NY,11213,Brooklyn,309,35,3037943,3014080040,BK61,40.66669273,-73.93133499
A0176507,INS-000759005,07/03/2024,2024,BA-1427112-2022,BA-1427112,NEW ERA FOODS ONE INC.,C- TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,668,CRESCENT AVE,,,,BRONX,NY,10458,Bronx,206,15,2012487,2030880022,BX06,40.8542131,-73.88572486
A0176507,INS-000759005,07/03/2024,2024,BA-1427112-2022,BA-1427112,NEW ERA FOODS ONE INC.,C- TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,668,CRESCENT AVE,,,,BRONX,NY,10458,Bronx,206,15,2012487,2030880022,BX06,40.8542131,-73.88572486
A0208507,INS-000822252,01/23/2025,2025,BA-1427112-2022,BA-1427112,NEW ERA FOODS ONE INC.,C- TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,668,CRESCENT AVE,,,,BRONX,NY,10458,Bronx,206,15,2012487,2030880022,BX06,40.8542131,-73.88572486
A0208507,INS-000822252,01/23/2025,2025,BA-1427112-2022,BA-1427112,NEW ERA FOODS ONE INC.,C- TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,668,CRESCENT AVE,,,,BRONX,NY,10458,Bronx,206,15,2012487,2030880022,BX06,40.8542131,-73.88572486
A0205218,INS-000815783,12/26/2024,2024,BA-1706902-2024,BA-1706902,1188 Flatbush Meat & Produce Inc.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,1188,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3119580,3051860016,BK42,40.64130476,-73.95643995
A0205218,INS-000815783,12/26/2024,2024,BA-1706902-2024,BA-1706902,1188 Flatbush Meat & Produce Inc.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,1188,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3119580,3051860016,BK42,40.64130476,-73.95643995
A0205218,INS-000815783,12/26/2024,2024,BA-1706902-2024,BA-1706902,1188 Flatbush Meat & Produce Inc.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,1188,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3119580,3051860016,BK42,40.64130476,-73.95643995
A0193725,INS-000793401,10/11/2024,2024,BA-1121386-2022,BA-1121386,57 JR FOODS CORP,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,57,MILL ST,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3008472,3005390037,BK33,40.67597125,-74.00469751
A0150271,INS-000703537,01/16/2024,2024,BA-1683616-2024,BA-1683616,BAYCHESTER SUPERMARKET CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,9802,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,29,4442213,4092860123,QN54,40.69480654,-73.84753822
A0150271,INS-000703537,01/16/2024,2024,BA-1683616-2024,BA-1683616,BAYCHESTER SUPERMARKET CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,9802,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,29,4442213,4092860123,QN54,40.69480654,-73.84753822
A0150271,INS-000703537,01/16/2024,2024,BA-1683616-2024,BA-1683616,BAYCHESTER SUPERMARKET CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,9802,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,29,4442213,4092860123,QN54,40.69480654,-73.84753822
A0202105,INS-000810057,12/04/2024,2024,BA-1207861-2022,BA-1207861,DAVID AND SONS FOOD CORP,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,241,TAAFFE PL,,,,BROOKLYN,NY,11205,Brooklyn,303,33,3055136,3019250001,BK69,40.69113734,-73.95955541
A0143279,INS-000689471,11/17/2023,2023,BA-1227400-2022,BA-1227400,FOOD COLONY LLC,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,7510,5TH AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3148784,3059410043,BK31,40.6293133,-74.0227218
A0139169,INS-000682395,10/13/2023,2023,BA-1446739-2022,BA-1446739,R&E CORP,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,809,SOUTHERN BLVD,,,,BRONX,NY,10459,Bronx,202,17,2005741,2027210024,BX27,40.81663115,-73.89590878
A0209665,INS-000825790,01/30/2025,2025,BA-1446739-2022,BA-1446739,R&E CORP,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,809,SOUTHERN BLVD,,,,BRONX,NY,10459,Bronx,202,17,2005741,2027210024,BX27,40.81663115,-73.89590878
A0153810,INS-000715496,02/08/2024,2024,BA-1549099-2022,BA-1549099,RIVERDALE MEAT & PRODUCE CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,5249,BROADWAY,,,,BRONX,NY,10463,Bronx,208,10,1064687,1022150593,MN01,40.87553234,-73.90858819
A0208284,INS-000828667,01/22/2025,2025,BA-1549099-2022,BA-1549099,RIVERDALE MEAT & PRODUCE CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,5249,BROADWAY,,,,BRONX,NY,10463,Bronx,208,10,1064687,1022150593,MN01,40.87553234,-73.90858819
A0208284,INS-000828667,01/22/2025,2025,BA-1549099-2022,BA-1549099,RIVERDALE MEAT & PRODUCE CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,5249,BROADWAY,,,,BRONX,NY,10463,Bronx,208,10,1064687,1022150593,MN01,40.87553234,-73.90858819
A0208284,INS-000828667,01/22/2025,2025,BA-1549099-2022,BA-1549099,RIVERDALE MEAT & PRODUCE CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,5249,BROADWAY,,,,BRONX,NY,10463,Bronx,208,10,1064687,1022150593,MN01,40.87553234,-73.90858819
A0167388,INS-000740578,05/03/2024,2024,BA-1370887-2022,BA-1370887,"TANIA & LEENA, LLC",C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,11014,FARMERS BLVD,,,,SAINT ALBANS,NY,11412,Queens,412,27,4221968,4104360027,QN08,40.70280647,-73.76664524
A0167388,INS-000740578,05/03/2024,2024,BA-1370887-2022,BA-1370887,"TANIA & LEENA, LLC",C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,11014,FARMERS BLVD,,,,SAINT ALBANS,NY,11412,Queens,412,27,4221968,4104360027,QN08,40.70280647,-73.76664524
A0192721,INS-000791444,10/08/2024,2024,BA-1711164-2024,BA-1711164,TOOFAN FOOD CORP.,C-Town,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,1761,NOSTRAND AVE,,,,BROOKLYN,NY,11226,Brooklyn,317,45,3111302,3049470082,BK95,40.64268219,-73.94868824
A0206899,INS-000819096,01/09/2025,2025,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0181195,INS-000769157,08/01/2024,2024,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0132593,INS-000661652,08/23/2023,2023,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0206899,INS-000819096,01/09/2025,2025,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0181195,INS-000769157,08/01/2024,2024,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0181195,INS-000769157,08/01/2024,2024,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0206899,INS-000819096,01/09/2025,2025,BA-1110472-2022,BA-1110472,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0202667,INS-000810993,12/06/2024,2024,BA-1104209-2022,BA-1104209,6401 MEAT & PRODUCE CORP.,C-Town Supermarket,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,6401,FRESH POND RD,,,,RIDGEWOOD,NY,11385,Queens,405,30,4087506,4036100009,,40.71022866,-73.89927796
A0202667,INS-000810993,12/06/2024,2024,BA-1104209-2022,BA-1104209,6401 MEAT & PRODUCE CORP.,C-Town Supermarket,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,6401,FRESH POND RD,,,,RIDGEWOOD,NY,11385,Queens,405,30,4087506,4036100009,,40.71022866,-73.89927796
A0159103,INS-000726081,03/19/2024,2024,BA-1682124-2024,BA-1682124,7918 MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7918,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3150828,3059780046,BK31,40.62836492,-74.02906923
A0148800,INS-000699896,01/02/2024,2024,BA-1682124-2024,BA-1682124,7918 MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,7918,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3150828,3059780046,BK31,40.62836492,-74.02906923
A0148800,INS-000699896,01/02/2024,2024,BA-1682124-2024,BA-1682124,7918 MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,No Fee Scale,1,0,3,Confiscated,Complete Address,7918,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3150828,3059780046,BK31,40.62836492,-74.02906923
A0176315,INS-000758639,07/02/2024,2024,BA-1701280-2024,BA-1701280,CROWN ROSARIO GROUP CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,11534,SUTPHIN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4259980,4119940009,QN76,40.68382386,-73.79258898
A0176315,INS-000758639,07/02/2024,2024,BA-1701280-2024,BA-1701280,CROWN ROSARIO GROUP CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,11534,SUTPHIN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4259980,4119940009,QN76,40.68382386,-73.79258898
A0176315,INS-000758639,07/02/2024,2024,BA-1701280-2024,BA-1701280,CROWN ROSARIO GROUP CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,11534,SUTPHIN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4259980,4119940009,QN76,40.68382386,-73.79258898
A0172550,INS-000751085,06/06/2024,2024,BA-1099182-2022,BA-1099182,E&D 204 Food Corp,C-Town Supermarket,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,264,E 204TH ST,,,,BRONX,NY,10458,Bronx,207,11,2017285,2033090058,BX05,40.87406372,-73.8839298
A0172550,INS-000751085,06/06/2024,2024,BA-1099182-2022,BA-1099182,E&D 204 Food Corp,C-Town Supermarket,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,264,E 204TH ST,,,,BRONX,NY,10458,Bronx,207,11,2017285,2033090058,BX05,40.87406372,-73.8839298
A0158016,INS-000724044,03/12/2024,2024,BA-1302108-2022,BA-1302108,"KIDS A.M., INC.",C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,330,GRAHAM AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3068888,3027650003,BK90,40.71403329,-73.94429383
A0158016,INS-000724044,03/12/2024,2024,BA-1302108-2022,BA-1302108,"KIDS A.M., INC.",C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,330,GRAHAM AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3068888,3027650003,BK90,40.71403329,-73.94429383
A0209649,INS-000825763,01/30/2025,2025,BA-1302108-2022,BA-1302108,"KIDS A.M., INC.",C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,,Complete Address,330,GRAHAM AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3068888,3027650003,BK90,40.71403329,-73.94429383
A0211733,INS-000829532,02/12/2025,2025,BA-1727176-2025,BA-1727176,LINA FOOD CORP.,C-Town Supermarket,Supermarket - 819,Scale,Scale,Scale Inspection,Misc Scale - 01,1,1,0,,Complete Address,4918,BROADWAY,,,,NEW YORK,NY,10034,Manhattan,112,10,1082052,1022350020,MN01,40.86743155,-73.92191895
